observationId,fieldRA,fieldDec,observationStartMJD,flush_by_mjd,visitExposureTime,filter,rotSkyPos,rotSkyPos_desired,numExposures,airmass,seeingFwhm500,seeingFwhmEff,seeingFwhmGeom,skyBrightness,night,slewTime,visitTime,slewDistance,fiveSigmaDepth,altitude,azimuth,paraAngle,cloud,moonAlt,sunAlt,note,target,fieldId,proposalId,block_id,observationStartLST,rotTelPos,rotTelPos_backup,moonAz,sunAz,sunRA,sunDec,moonRA,moonDec,moonDistance,solarElong,moonPhase,cummTelAz,scripted_id
232,164.52549253586486,-20.00892269856132,2025-05-01 02:34:17.273279232,60796.13164653203,30.0,u,274.84606496469036,274.84606496469036,1,1.0846131329180106,0.5388234072166649,0.8802948263179414,0.7756023472333479,22.727306756816947,0,5.548277437611633,31.0,5.555275218440196,24.017346289862008,67.21842643417557,291.4318654356105,121.15104981443595,0.125,-23.08620553889873,-57.44727220460634,"pair_33, ug, a",,-1,44,1,187.1054155565703,35.99711477912632,43.83296776895414,291.09563123848136,249.6648162188269,38.21020685769886,15.009564005801106,85.3704043585567,28.8999791947935,90.60653026783977,128.76367424790527,25.312789047780083,-78.9916560282899,0
233,165.00657651703344,-23.142528140264556,2025-05-01 02:34:53.950459136,60796.13164653203,30.0,u,282.90365821221974,282.90365821221974,1,1.0714746263429704,0.5388234072166649,0.8738811444065905,0.7703303007022174,22.74736140701827,0,5.677180020936247,31.0,3.165367988093987,24.037452666377316,68.95412870482289,284.38439873397164,114.49008641890921,0.125,-23.203466460361742,-57.571248203578214,"pair_33, ug, a",,-1,45,1,187.25865555095342,37.393744631128975,43.83296776895414,291.0407785556531,249.5202441310062,38.21061228930483,15.009692838685542,85.37784910516979,28.89908986970224,92.5796979349664,129.32825743182173,25.316090934372678,-85.8482677707975,0
234,162.68008999503454,-25.310609748452688,2025-05-01 02:35:31.043400704,60796.13164653203,30.0,u,292.18464321846193,292.18464321846193,1,1.0813175510297688,0.5299353784427802,0.8686290583184756,0.7660130859377869,22.752953781475426,0,6.092941820251418,31.0,3.033276420173715,24.04059801877543,67.63787183423453,276.68932184280726,108.35645898456126,0.125,-23.322090628033013,-57.69645420433313,"pair_33, ug, a",,-1,46,1,187.4136326286439,40.54110220302316,43.83296776895414,290.985352853605,249.37245415505447,38.21102231716092,15.009823131218003,85.38538426882191,28.898191008002016,91.86461451427185,127.22144831082474,25.319433318908786,-93.38144403887014,0
235,163.3567172418008,-28.447171033587697,2025-05-01 02:36:08.544303616,60796.13164653203,30.0,u,302.75007963420114,302.75007963420114,1,1.072006364003724,0.5299353784427802,0.8641334577902287,0.762317702303568,22.75779902736857,0,6.500903449748899,31.0,3.1940726163879214,24.05224399501129,68.88039239633913,268.80504212497965,100.79505408479557,0.125,-23.442054235908383,-57.82285800393335,"pair_33, ug, a",,-1,47,1,187.5703141998265,43.54513371899676,43.83296776895414,290.92936738177633,249.22142153941704,38.21143685505654,15.009954855973964,85.39300846696311,28.8972828169517,93.9949278369052,127.75195434459579,25.322815601315103,-101.1502045363033,0
236,164.23018659360764,-31.557134326996337,2025-05-01 02:36:46.590680064,60796.13164653203,30.0,u,315.1623968603025,315.1623968603025,1,1.0651462834746488,0.6280208668699482,0.9733467240488869,0.852091007168185,22.761713621664214,0,7.046376350314679,31.0,3.2005897253742543,23.927549673068473,69.85735069032503,260.23310900983813,92.41215427738305,0.125,-23.563798512643018,-57.95091622948381,"pair_33, ug, a",,-1,48,1,187.72927479917647,47.5745511376856,43.83296776895414,290.87261871857453,249.066527345643,38.2118574230737,15.010088495944146,85.4007498933923,28.89636198768221,96.22125763977931,128.28167893246362,25.326250304502143,-109.65071861447237,0
237,172.1401806789429,-41.23791255172891,2025-05-01 02:37:41.174949376,60796.13164653203,30.0,u,10.705052326330245,10.705052326330245,1,1.0445442386960306,0.6280208668699482,0.9620067526803587,0.8427695507032549,22.777563123786095,0,23.58426948125324,31.0,11.574893609456527,23.954963393752486,73.20710572914035,224.8399720628602,54.102082441591996,0.125,-23.738525098122903,-58.134314433712035,"pair_33, ug, a",,-1,49,1,187.9573319499838,64.80713476792224,43.83296776895414,290.79129259889226,248.841369679936,38.21246080316159,15.010280224754311,85.4118674764967,28.895041901054462,106.31693758051853,132.42385770021403,25.33118366526768,-145.02712283635222,0
238,169.77358991328808,-43.42713145982989,2025-05-01 02:40:12.174948864,60796.13164653203,30.0,g,8.2793951258658,8.2793951258658,2,1.0617155811252654,0.5121781806056174,0.7962323754190249,0.7065030125944385,22.25962611165824,0,120.0,34.0,2.80212989709754,24.89993898413061,70.36832029034987,222.78207205888322,53.89445406111847,0.125,-24.222268414092913,-58.63967142095486,"pair_33, ug, b",,-1,50,1,188.588221215722,62.17384918698428,43.83296776895414,290.56686581721635,248.20041616476857,38.21412997708233,15.010810607916993,85.44269113563165,28.891396237341585,105.62387266120153,130.04559230151108,25.344865954661376,-147.42966064346658,0
239,165.63019737443184,-42.660246892820204,2025-05-01 02:40:53.195755264,60796.13164653203,30.0,g,355.9565712418103,355.9565712418103,2,1.0802914970397035,0.5121781806056174,0.8045619551745831,0.7133499271535073,22.262000999505105,0,7.020806824015866,34.0,3.123351609471101,24.885518185442113,67.77052411444767,229.69749421782564,63.62456958249189,0.125,-24.35378049665213,-58.776452418448365,"pair_33, ug, b",,-1,51,1,188.75960920569216,59.58114082430215,43.83296776895414,290.5060373532892,248.02168808313894,38.2145834276328,15.010954690123718,85.45108206964271,28.89040742024656,102.56657876682165,127.37874238290586,25.348591732312567,-141.31462128439296,0
240,164.2079640629125,-39.7064197660558,2025-05-01 02:41:33.851442688,60796.13164653203,30.0,g,344.8820271587638,344.8820271587638,2,1.0803582547099106,0.7357196354176907,1.042260784507897,0.9087383648654914,22.255184232366688,0,6.655687517618746,34.0,3.1416476867419787,24.60202407647334,67.76186289931971,238.12886498461768,72.48080169204384,0.125,-24.48416328678645,-58.911803157953145,"pair_33, ug, b",,-1,52,1,188.92947170188174,57.36282885080762,43.83296776895414,290.4458090308799,247.84260250489382,38.21503284258345,15.011097488954025,85.45940563156717,28.889428065217718,100.20767521636492,127.02486606933165,25.352288071450236,-133.03024069034623,0
241,161.6296728363632,-41.73673114373089,2025-05-01 02:42:12.537194496,60796.13164653203,30.0,g,345.47846340655167,345.47846340655167,2,1.10203069240432,0.7357196354176907,1.0547558307766507,0.9190092928984068,22.25958773479714,0,4.685752179270527,34.0,2.8176132308130293,24.58602813720765,65.15063418611821,234.91799391623564,71.32966150800394,0.125,-24.60826664376231,-59.0403989010303,"pair_33, ug, b",,-1,53,1,189.09110366001252,56.80812491455561,43.83296776895414,290.3885532442003,247.6703904158426,38.215460481973196,15.011233367736022,85.46733264354897,28.888496774765606,99.5172489138707,124.70357822375877,25.355808749939676,-136.34419449798773,0
242,157.7725308229751,-40.67945414089798,2025-05-01 02:42:52.475739648,60796.13164653203,30.0,g,336.66188319451027,336.66188319451027,2,1.1271997227451123,0.5477175500433865,0.8623003421253616,0.7608108812270472,22.25245506582405,0,5.938545347824296,34.0,3.088070602766111,24.79682974107589,62.517798383220786,239.05843905515545,77.69537472715504,0.125,-24.736427973859595,-59.17295783852874,"pair_33, ug, b",,-1,54,1,189.25796988159803,54.35725792166531,43.83296776895414,290.32949871901775,247.49075291609807,38.215901970424575,15.011373645918578,85.47552327961235,28.887535950421775,96.48712129120811,122.01589821640424,25.35944696308726,-132.2949796357815,0
243,160.4504010501293,-38.72713067669639,2025-05-01 02:43:31.134888704,60796.13164653203,30.0,g,335.49001399937936,335.49001399937936,2,1.10515816065575,0.5477175500433865,0.8521434210787201,0.7524618921267079,22.252072014918,0,4.6591491094980295,34.0,2.83806929782273,24.814268317347867,64.80280056005877,242.4956020875398,79.17203849375998,0.125,-24.86052153548843,-59.30107564985569,"pair_33, ug, b",,-1,55,1,189.41949069081372,54.662052493139335,43.83296776895414,290.2723895342238,247.31507847740718,38.21632931662381,15.01150942956537,85.48345822920486,28.88660650988655,97.18350690122317,124.3293457879404,25.362972036888465,-128.9157611359046,0
244,162.95963265257288,-36.703161845446836,2025-05-01 02:44:09.754673920,60796.13164653203,30.0,g,333.0920470053985,333.0920470053985,2,1.0865637706403113,0.5388234072166649,0.8343867196741486,0.7378658835721501,22.248783580660234,0,4.6197852197314795,34.0,2.834629625391889,24.839927514291386,66.9747462090781,246.61618761198457,81.49753633733953,0.125,-24.984525837240987,-59.4288717529995,"pair_33, ug, b",,-1,56,1,189.58084703546004,54.58958334273802,43.83296776895414,290.2153910786631,247.13782066401546,38.21675622812191,15.011645074121086,85.49139167374771,28.885678609628073,97.83918354035706,126.59262510465626,25.36649686838995,-124.8502688193186,0
245,159.43090751282904,-35.68042999966215,2025-05-01 02:44:49.338753792,60796.13164653203,30.0,g,325.2965586514114,325.2965586514114,2,1.1114888269993866,0.5388234072166649,0.8458187568693687,0.7472630181466211,22.240470838141754,0,5.584080355434413,34.0,3.0256759832295805,24.81684188419939,64.11789423547009,249.8187718106733,86.59340666270081,0.125,-25.111664869927612,-59.55966041059137,"pair_33, ug, b",,-1,57,1,189.74623227483508,51.88996531411221,43.83296776895414,290.1570239190774,246.95430640818714,38.217193799591556,15.011784104712019,85.49953002740364,28.884728156707713,94.86940775904418,123.89415272974745,25.370113182801337,-121.69605637184243,0
246,161.8927561571055,-33.65026987170124,2025-05-01 02:45:27.968573952,60796.13164653203,30.0,g,321.24018256855163,321.24018256855163,2,1.0939908951500077,0.5121781806056174,0.810668209416176,0.7183692681400967,22.234090568586407,0,4.629820532884082,34.0,2.867103799046563,24.864373086777295,66.07603111524685,254.4852647986152,89.5205384848196,0.125,-25.23577649608978,-59.68710250609652,"pair_33, ug, b",,-1,58,1,189.9076305465593,50.760721053371206,43.83296776895414,290.1001169552577,246.7734270753978,38.217620822896805,15.011919782827885,85.50747884466197,28.883801217741915,95.51391854914941,126.11073422714776,25.373645706553532,-117.04750517537396,0
247,158.5749854356729,-32.59860187009399,2025-05-01 02:46:06.825403392,60796.13164653203,30.0,g,315.3429842217995,315.3429842217995,2,1.1209802647293035,0.5121781806056174,0.8226094567861109,0.7281849734781831,22.230900779260452,0,4.85682956124759,34.0,2.9707584588370426,24.84157965287519,63.13533287351912,256.75809782096576,93.47620485683755,0.125,-25.3606548908956,-59.815100571987486,"pair_33, ug, b",,-1,59,1,190.06997727957537,48.819189078637045,43.83296776895414,290.04292847080353,246.58969956036609,38.21805035605346,15.012056257419756,85.51548100656136,28.882869430742627,92.59559926302491,123.42102809993692,25.377202365891417,-114.77717279369355,0
248,161.0136778259446,-30.554276226089115,2025-05-01 02:46:45.526216960,60796.13164653203,30.0,g,310.014202229938,310.014202229938,2,1.1044129795414501,0.4855916028558982,0.7885711796035625,0.7002055096341284,22.22389826397495,0,4.7008136129059785,34.0,2.9145563014715017,24.888478342810274,64.88509161469739,261.80194431112295,96.81878914740076,0.125,-25.48506918766784,-59.94239235880448,"pair_33, ug, b",,-1,60,1,190.23167216640977,46.83299137733875,43.83296776895414,289.98602228713145,246.40492778947316,38.21847816500698,15.01219218320844,85.52345765139833,28.881941982295555,93.24572961375388,125.60455676885111,25.380748110853563,-109.71483063846254,0
249,157.88001927828745,-29.489426911206593,2025-05-01 02:47:24.327408384,60796.13164653203,30.0,g,306.01993336957315,306.01993336957315,2,1.133538383910295,0.3711699926086343,0.6914950197531405,0.6204089062370816,22.208868843014162,0,4.801191430709634,34.0,2.914556271814846,25.01944943848022,61.90808584464039,263.2360916982052,99.7507231204641,0.125,-25.609843553667574,-60.0698215925887,"pair_33, ug, b",,-1,61,1,190.393786439604,45.770656490037275,43.83296776895414,289.92902123526545,246.21788934101716,38.21890708400112,15.01232846070738,85.53146161055577,28.881012726743982,90.38075382975428,122.92663175074051,25.38430642482582,-108.24169891254532,0
250,160.3148291936227,-27.429227326897927,2025-05-01 02:48:03.272862720,60796.13164653203,30.0,g,299.9055534769655,299.9055534769655,2,1.1178404638688217,0.3711699926086343,0.6857332590465917,0.6156727389362984,22.215031302274998,0,4.945454435178904,34.0,2.9707584669867364,25.034119606442168,63.45479423272402,268.506714735231,103.35132449524906,0.125,-25.73511946527429,-60.19753057276097,"pair_33, ug, b",,-1,62,1,190.55650345362926,43.256877972214546,43.83296776895414,289.8718612941757,246.0283536882076,38.219337598155974,15.012465244041197,85.53950199961659,28.880080618750263,91.05373897587508,125.08747504840402,25.387881364280396,-102.92034773022412,0
251,159.76880903789515,-24.292534679228606,2025-05-01 02:48:43.195706624,60796.13164653203,30.0,g,291.1355328033271,291.1355328033271,2,1.1329640745820024,0.5477175500433865,0.8649434571407222,0.7629835217696737,22.189451288181303,0,5.922844138971891,34.0,3.1749255136420693,24.769525138777226,61.96254689393284,274.6870607866963,109.15456123170374,0.125,-25.86357848412301,-60.328242811099976,"pair_33, ug, b",,-1,63,1,190.72330407534494,40.29009403503083,43.83296776895414,289.81332194766117,245.8321856894448,38.219778917114354,15.012605459262732,85.54775111077856,28.879125744783995,88.94925528325602,124.55430433818717,25.391549552876484,-96.66553530968557,0
252,162.15811695268044,-22.17006545425005,2025-05-01 02:49:22.726723328,60796.13164653203,30.0,g,283.4874953930088,283.4874953930088,2,1.121386639033281,0.5477175500433865,0.8596294010794673,0.7586153676873221,22.172201298289007,0,5.531017053062937,34.0,3.0536035712465104,24.772398600161868,63.094372717322514,280.5848107940534,113.51162159539362,0.125,-25.990815766329938,-60.45747088137445,"pair_33, ug, b",,-1,64,1,190.88846761310705,36.99911698840246,43.83296776895414,289.75541205395797,245.63607003646334,38.22021590515335,15.012744297449427,85.5559261806485,28.878180867557283,89.67614289343045,126.66388707981962,25.39518526202508,-90.66197446365969,0
253,159.33674409989138,-21.158462616734226,2025-05-01 02:50:01.517852160,60796.13164653203,30.0,g,283.71189128011366,283.71189128011366,2,1.152996867096524,0.4855916028558982,0.8092055928213542,0.7171669972991531,22.167319709016688,0,4.791128921567853,34.0,2.810371675676117,24.829487716468094,60.14696272677679,280.1666418370782,114.2463758778453,0.125,-26.11570935644908,-60.58408553860591,"pair_33, ug, b",,-1,65,1,191.0505398436545,37.958267157958936,43.83296776895414,289.6986391023339,245.44181157765962,38.22064471468415,15.012880536203422,85.56395493512726,28.87725427984628,86.91090439701229,123.985638788045,25.398756330150164,-90.94578264059315,0
254,161.74333055561416,-19.04066819564553,2025-05-01 02:50:40.908707840,60796.13164653203,30.0,g,276.4465587867909,276.4465587867909,2,1.1422980347026273,0.4855916028558982,0.8046919507600547,0.713456783524765,22.146945567598188,0,5.390856144740937,34.0,3.0970679159058547,24.8303720646597,61.0957026201297,285.9444175745491,118.5107567827111,0.125,-26.242572131747174,-60.71246035784923,"pair_33, ug, b",,-1,66,1,191.21511777860223,34.957315569501986,43.83296776895414,289.6410421502952,245.2427100569874,38.221080154237065,15.013018880406193,85.57211460350754,28.87631397953521,87.69016390229851,126.06726441211141,25.402386062218383,-85.04369218404274,0
255,158.98079461070833,-18.034756356953892,2025-05-01 02:51:19.691604736,60796.13164653203,30.0,g,277.5174055953269,277.5174055953269,2,1.1769049666182185,0.4326109758787539,0.7657116570591008,0.6814149821025809,22.11790051864296,0,4.782896622246629,34.0,2.8056551271478196,24.866165176250927,58.17756357196806,285.0635403271674,118.68128452538302,0.125,-26.36751458816594,-60.838659550887144,"pair_33, ug, b",,-1,67,1,191.37715561491908,36.19869012070999,43.83296776895414,289.5843869956913,245.0448689217597,38.22150887364926,15.013155088556278,85.58015501617065,28.87538879514612,84.93047566063912,123.36037298892275,25.405963173015234,-85.77146398469911,0
256,161.39108690309288,-15.927109969358815,2025-05-01 02:51:58.882923520,60796.13164653203,30.0,g,270.77995671257406,270.77995671257406,2,1.1672493890836861,0.4326109758787539,0.7619362122041783,0.6783115664318345,22.106910064557155,0,5.1913192476490595,34.0,3.1233515858981766,24.869519264297445,58.949714449346345,290.6452523285044,122.78804658182393,0.125,-26.49381079524679,-60.96599191430987,"pair_33, ug, b",,-1,68,1,191.54089986996442,33.56800329439801,43.83296776895414,289.5271884174897,244.84311610617505,38.22194210834523,15.013292730260275,85.58828683637924,28.87445447575845,85.75553425131497,125.39686034027176,25.409581381438695,-80.04993081707647,0
257,158.66698076495126,-14.922146224428705,2025-05-01 02:52:37.656906752,60796.13164653203,30.0,g,272.38503503483713,272.38503503483713,2,1.2053158172770635,0.5744354465500158,0.9271546217016231,0.8141210990387342,22.091859547810216,0,4.773983671827441,34.0,2.8116633610048067,24.64269977057195,56.06362998429801,289.4237159156116,122.5256623802264,0.125,-26.61879968870767,-61.09177463172275,"pair_33, ug, b",,-1,69,1,191.70290046490825,34.9106974150635,43.83296776895414,289.4706515136752,244.6417020719622,38.222370730103194,15.013428905418396,85.59633872519147,28.87353070720262,82.98955547525618,122.65710443200928,25.413164450949157,-81.10668185199945,0
258,161.05276236105064,-12.820995431172145,2025-05-01 02:53:16.619197952,60796.13164653203,30.0,g,266.22895127400056,266.22895127400056,2,1.1970711544436397,0.38867995938368216,0.7308770501787617,0.6527809352469421,22.080581091514162,0,4.962291309802981,34.0,3.1271182763509193,24.898522572686858,56.654617260323775,294.75743007426973,126.43386626988672,0.125,-26.74443324360054,-61.21797412656398,"pair_33, ug, b",,-1,70,1,191.86568782491847,32.66281754388729,43.83296776895414,289.4138926663725,244.43749587482404,38.22280143392733,15.013565741073796,85.60443639307427,28.872603055022317,83.83538485642487,124.61575330955442,25.416768318526298,-75.62263339734812,0
259,158.36348275092402,-11.814255612567806,2025-05-01 02:53:55.381108480,60796.13164653203,30.0,g,268.14616260246146,268.14616260246146,2,1.2390515844479686,0.38867995938368216,0.7461497159954854,0.665335066548289,22.065113889727748,0,4.761911200960552,34.0,2.813600892184036,24.861305455952515,53.81053569262179,293.3012160308024,125.84581302573734,0.125,-26.869458119744735,-61.34333152043377,"pair_33, ug, b",,-1,71,1,192.02763798024418,33.99197562819881,43.83296776895414,289.3574780246134,244.23253478025512,38.223229923108036,15.013701872151811,85.61249905461536,28.871680773213225,81.06528491272458,121.85303857582099,25.420357030342327,-76.90785838710455,0
260,158.0751893729197,-8.715747843130169,2025-05-01 02:54:33.931613696,60796.13164653203,30.0,g,264.63246165728236,264.63246165728236,2,1.2763904903311436,0.5033092823351439,0.8794653551432893,0.7749205219277838,22.013125070189645,0,4.550505462613582,34.0,3.111463097842204,24.655230182823612,51.57840603816528,296.9234373994112,128.80814491343077,0.125,-26.99383816091623,-61.467814225963345,"pair_33, ug, b",,-1,72,1,192.1887048670383,33.44060657071309,43.83296776895414,289.3014227499017,244.02690521262846,38.22365607576224,15.013837259945737,85.62052431118687,28.870764114574122,79.17684143407948,120.96174770921203,25.4239295119557,-73.12883753648997,0
261,160.74315114368352,-9.732010246126043,2025-05-01 02:55:12.683417600,60796.13164653203,30.0,g,262.53768904486935,262.53768904486935,2,1.2338894059783463,0.5033092823351439,0.8617758933145275,0.7603797843045417,22.035915312970186,0,4.751804081098038,34.0,2.8227101362958096,24.695001187881314,54.13947159161061,298.2033738219302,129.4268034744444,0.125,-27.1189049100166,-61.59275497488415,"pair_33, ug, b",,-1,73,1,192.35061279586094,31.96449251931374,43.83296776895414,289.245126665065,243.81840611096783,38.22408445409085,15.013973353857482,85.62859807520695,28.86984326553128,81.945932827094,123.7484106143982,25.42752400745244,-71.68873831222552,0
262,163.42862400454797,-10.708974709439168,2025-05-01 02:55:51.425897472,60796.13164653203,30.0,g,259.94979750303065,259.94979750303065,2,1.1968210826167114,0.5033092823351439,0.8461476226158312,0.7475333457902132,22.051430586456938,0,4.742480064173172,34.0,2.8176132307977664,24.728641727949963,56.67281550135603,299.68244152931976,130.19682779783267,0.125,-27.24397888381912,-61.717473264285225,"pair_33, ug, b",,-1,74,1,192.51248176819243,30.146625300863292,43.83296776895414,289.1888960809343,243.60815714832293,38.22451272978439,15.014109414186123,85.63667651359386,28.868923235496897,84.7073827398179,126.53054486048063,25.431121005091143,-70.03713247199904,0
263,165.82121673408798,-8.606954900273218,2025-05-01 02:56:30.419196416,60796.13164653203,30.0,g,253.71653791251566,253.71653791251566,2,1.1939398092653613,0.5033092823351439,0.8449248043627784,0.7465281891862039,22.023368110908713,0,4.993299346330026,34.0,3.159298559172421,24.720237067324177,56.88368296011741,305.22298105986715,134.45854457159794,0.125,-27.369900262706363,-61.842804733863886,"pair_33, ug, b",,-1,75,1,192.67539868111945,28.175082484113624,43.83296776895414,289.1323538589801,243.39472969467806,38.224943778577845,15.014246354524303,85.64481393258453,28.86799785236882,85.67128826157973,128.41839290000513,25.434744689079952,-64.31029624299137,0
264,163.12500096170544,-7.652426870567479,2025-05-01 02:57:09.139710464,60796.13164653203,30.0,g,256.8925944166119,256.8925944166119,2,1.233283768392841,0.5833528497734382,0.9500785720396571,0.8329645862165981,22.020130371764182,0,4.720514213170712,34.0,2.83462962538348,24.583247889584253,54.17841559538946,302.9838635079076,133.01637079303447,0.125,-27.494978135950703,-61.96706658995078,"pair_33, ug, b",,-1,76,1,192.83717587772063,29.908965209646365,43.83296776895414,289.07625915164164,243.18099138611615,38.225371812324894,15.014382336030637,85.6529010570182,28.867079541731584,82.87806817689325,125.6043133232442,25.438346397529905,-66.34349991490649,0
265,160.44595877681607,-6.657978141294933,2025-05-01 02:57:47.874867968,60796.13164653203,30.0,g,259.52531574319437,259.52531574319437,2,1.2790824834263501,0.5833528497734382,0.9710930471429504,0.8502384847515052,21.982888571807425,0,4.735157658406769,34.0,2.8380692978307525,24.53553779348646,51.426634952076064,301.0526502279517,131.83148339087688,0.125,-27.62014060328206,-62.0911831748319,"pair_33, ug, b",,-1,77,1,192.999014256392,31.35679913407129,43.83296776895414,289.0201949842893,242.9653740201135,38.225800008385164,15.014518368126314,85.66099785284581,28.866161480834414,80.07778633349865,122.78819262867405,25.441952832795863,-68.08830916110138,0
266,160.14180720995046,-3.5946046812742574,2025-05-01 02:58:26.499596800,60796.13164653203,30.0,g,257.0614974861259,257.0614974861259,2,1.3250737700946598,0.47674312466380786,0.8698572788922683,0.7670226832494446,21.947736193542845,0,4.62472891696556,34.0,3.07831190513851,24.631761128107733,48.99697696075732,304.0583395823226,134.1834894098701,0.125,-27.744983388459424,-62.214754440046626,"pair_33, ug, b",,-1,78,1,193.16039125596185,31.244986895996057,43.83296776895414,288.96434213583245,242.74858106630674,38.22622698415158,15.014654011579367,85.66907815192097,28.865246631798552,78.24602922425625,121.72603259050905,25.44555233756224,-64.91109553851196,0
267,162.51626519874685,-1.5898201673255885,2025-05-01 02:59:05.142248960,60796.13164653203,30.0,g,252.43649147579276,252.43649147579276,2,1.3230353303132238,0.47674312466380786,0.8690541397784572,0.7663625028978919,21.932930340732128,0,4.6426520644336975,34.0,3.105656097852274,24.627492359797824,49.09862132471828,308.60966528290675,137.521567039217,0.125,-27.86992121682031,-62.338191706652296,"pair_33, ug, b",,-1,79,1,193.32184314013708,29.95805851500974,43.83296776895414,288.9085147640793,242.52989935119436,38.22665415848405,15.014789717142653,85.67716878198746,28.86433195240028,79.28463797472057,123.44389417526891,25.449156861126085,-60.18906038013246,0
268,162.82713548821968,-4.614385583691773,2025-05-01 02:59:43.798586112,60796.13164653203,30.0,g,254.4277972532838,254.4277972532838,2,1.27973502720432,0.37992026898010806,0.7521739595269549,0.6702869947311569,21.966583422592777,0,4.656337464553751,34.0,3.0404490967810314,24.806515368930523,51.39001717550293,305.51249989517567,135.1317312850099,0.125,-27.994940430780634,-62.46148120129429,"pair_33, ug, b",,-1,80,1,193.4833522009457,29.559528538293726,43.83296776895414,288.8527189994073,242.3093516968899,38.227081484530856,15.014925469931026,85.68526886390964,28.86341754369037,81.05848670401251,124.57758651982664,25.452766012254,-63.10482558127195,0
269,165.53045744368757,-5.59506410170711,2025-05-01 03:00:22.516660736,60796.13164653203,30.0,g,251.32433145347295,251.32433145347295,2,1.2382837471041233,0.4855916028558982,0.8446058847202645,0.7462660372400575,21.989463615377886,0,4.7180750899093225,34.0,2.865594604651907,24.698284657527676,53.85912555416545,307.3733601760684,136.3846951509485,0.125,-28.12019654767117,-62.5847756216212,"pair_33, ug, b",,-1,81,1,193.64511920666348,27.70902660442144,43.83296776895414,288.79688557752036,242.0866599712403,38.22750949349266,15.015061438693282,85.6933884861696,28.862502270729223,83.87311125837338,127.43119971435533,25.45638428721373,-61.061556940131545,0
270,165.2374054140311,-2.602910143047949,2025-05-01 03:01:01.173553664,60796.13164653203,30.0,g,249.41383992314073,249.41383992314073,2,1.2805247480851678,0.4855916028558982,0.8617767741005462,0.760380508310649,21.946188709451736,0,4.656892694943936,34.0,3.006394234911714,24.650820297366366,51.345790645453114,310.1505843851637,138.62424671301355,0.125,-28.245291912847186,-62.70768353592872,"pair_33, ug, b",,-1,82,1,193.80663058931427,28.038086636154294,43.83296776895414,288.74119169955725,241.86253261913498,38.227936826552884,15.015197191764097,85.70150187139346,28.861589039282176,82.12715987891978,126.33892265376188,25.460000198999904,-58.08719585645157,0
271,167.9770856099777,-3.582059225490951,2025-05-01 03:01:39.872466176,60796.13164653203,30.0,g,245.9186813103844,245.9186813103844,2,1.2397806331039034,0.521053591932948,0.8835452627943988,0.7782742060169958,21.97207422387156,0,4.698912992324505,34.0,2.9056062741676008,24.64238243376797,53.764508115816106,312.3187102249474,140.206950514469,0.125,-28.37056046400234,-62.830533212285566,"pair_33, ug, b",,-1,83,1,193.96831753356207,26.1256318248534,43.83296776895414,288.685488585345,241.636374358376,38.22836462455628,15.015333091562166,85.70963067503138,28.860675410865454,84.98305586902757,129.23997661712363,25.463623398467018,-55.72567650164886,0
272,168.25261491528917,-6.540115573859908,2025-05-01 03:02:18.531096320,60796.13164653203,30.0,g,247.66451799529804,247.66451799529804,2,1.2052507097647367,0.521053591932948,0.8686970196912911,0.7660689501862413,21.99168999322347,0,4.6586306312266235,34.0,2.970758458852565,24.675658519873945,56.06822996116564,309.08257809647006,137.54796447967314,0.125,-28.49573579200396,-62.95306337041461,"pair_33, ug, b",,-1,84,1,194.12983617590316,25.212482474971214,43.83296776895414,288.6298946464452,241.40866802743793,38.22879197769462,15.015468849066064,85.71775760996735,28.859763328554685,86.67088692131082,130.28683160340378,25.46724618029576,-58.75254661219263,0
273,168.53472419472027,-9.523449732102627,2025-05-01 03:02:57.165877248,60796.13164653203,30.0,g,249.87789820952935,249.87789820952935,2,1.175371786793176,0.46790176619410156,0.8004537872655986,0.7099730131323221,22.034496172946604,0,4.634781353712737,34.0,2.996380476437482,24.787117974246957,58.29820276748543,305.41685290301166,134.44951334952836,0.125,-28.620871012984264,-63.07532657121708,"pair_33, ug, b",,-1,85,1,194.2912551734679,24.32741155905773,43.83296776895414,288.57438606683047,241.17932350328513,38.22921906762291,15.015604521984653,85.72588611449977,28.85885240316848,88.38016869592614,131.2260045423448,25.47087007608876,-62.206727386689074,0
274,166.12966133619804,-11.645428375757996,2025-05-01 03:03:36.402043648,60796.13164653203,30.0,g,256.7322573737907,256.7322573737907,2,1.1811671490934115,0.46790176619410156,0.8028195181732914,0.7119176439384456,22.046853951232098,0,5.236166217476806,34.0,3.1766687357015524,24.78733548731643,57.84594759514271,299.240292292548,129.67749884249025,0.125,-28.747992053299665,-63.19929711325562,"pair_33, ug, b",,-1,86,1,194.45518680418442,26.409756216280964,43.83296776895414,288.5180656310302,240.94459173135846,38.229652806038004,15.015742305922808,85.73414788247555,28.857927906400118,87.3809009599275,129.3010256935992,25.474553807596266,-68.17177431825581,0
